review,sentiment,sentiment_pred
زمن الدنيا بالمقلوب وزير التربيه وهو قليل التربيه,Negative,negative
صوتها و احساسها يهبلووو مشالله عليها ميسا الماجري قليل وين نلقاو احساس و صوت كيف صوتها نشالله نشوفوها نحمه كبيره,Positive,negative
ماسط كيف ولدو,Negative,negative
تقعد من خيره الفنانات في تونس,Positive,negative
لعنه الله علي الفجار ياحسره علي مسلس ت رمضان,Negative,negative
برشا قله حيا و قله تربيه اش باش تلقا في حفرتك نهار اخر يا سامي الواطي,Negative,negative
بصراحه بيرم طلع ساقط,Negative,negative
مايخرجش عليك لكلام الي تقول فيه يا شيخ انت راجل كبير و تقول في لكلام هذا و نحن مع العايله عيب عليك,Negative,negative
محلاه محلاه ياخي باكو جي ولا سرفيس كيسان تقول باش يدخلوه معاهم في الجهاز الطفل يعرف يغني و محترم و ربي يعينو فقط,Positive,negative
بالله يزي من التمقعير ولوج علي اصلك منين بالتحديد ويزينا من راني ولد باب سويقه وما عاجبك شي وانت هو الي ما تعجبش,Negative,negative
يا ميمتي ممسطوا,Negative,negative
وزير فاشل برا شد ملفاتك وهو الصباح في الاذاعات و العشيا في التلفزه,Negative,negative
جعفور يا معذبهم,Positive,negative
مسلسل متع قله حياء يغرسوا في اولادنا قله التربيه والدعاره والزناء ويقللي ثقافه الله يهلك هالثقافه ويلعن اللي يمثلوا فيه واللي يعرضوا فيه واللي مولوه,Negative,negative
اول حلقه برشا ضرب و برشا بكا و برشا اثاره زادا برفوووووووا سامي,Positive,negative
سي صلاح معلم باتم معني الكلمه تبقينا كي لعزوزه تمسو تسمع حسو,Positive,negative
محلي زيني يا ربي,Positive,negative
منحط و تافه اخخه,Negative,negative
توفيق الغربي عار عار علي الثقافه وعلي القناه ماسطه لاسطه اسقط و انذل تونسي يدعي التمثيل و الانسانيه و بداخله كره و حقد ايديلوجي اعمي سيتكوم يبين بالواضح المستوي المنحط للمنتج والمتفرج,Negative,negative
ياسر ياسر ياسر رزينه,Negative,negative
لا يليق بهذا البرنامج لا هو لا قاره,Negative,negative
راجل كبير وفاه فلوسو,Negative,negative
منااااااااافقين والله ناقصنا كان اضايا ماكمش باش تترباو احكيولنا شويه عالالمانيه,Negative,negative
اجدع ناس,Positive,negative
منك لله يا علي المريض ويا غنوشي انتم السبب اتفووووووووه عليكم يا خونه يا مرتدين,Negative,negative
الانسان هذا بلييبيييد,Negative,negative
احلي صباح لاحلي بنوته عسوله,Positive,negative
شلغوم شرق عليه لوك جديد,Positive,negative
مسلسل ممتاز ثقافي عايلي,Positive,negative
مشالله عليه,Positive,negative
عار جديد و فضيحه جديده الله يفضحك يا علا جيب حكايه نضيفه لازم توريو للعالم الي توانسه زباله,Negative,negative
فنانه مبدعه و راقيه و عسل نحبها,Positive,negative
حسبي الله ونعم الوكيل هدل مريض وتاعب و ايمانه ناقص لازم نعدموهم من الحياه ناس متخافش ربي لعنه الله عليك ياضايع,Negative,negative
يا سي مورو معلم ديما كلامك موزون,Positive,negative
نور علي نور يا نور شيبه محلاكم و محلا جوكم,Positive,negative
متربي بارشا ان شاء الله بالتوفيق,Positive,negative
ماسط لاسط,Negative,negative
جميله وحلوه وصوتها جميل ربي يكون معاها,Positive,negative
برجوليه صلاح مصباح غنايتو رروعه نتمني تتاقلم مع جيل اليوم,Positive,negative
بالله يا امين قارا انسيبو البهيم و انشدو بردعه واحد مريظ بالفاحشه,Negative,negative
مستوي منحط,Negative,negative
يدعي النضال و هو اكبر منافق عدا سنين يضرب في الاورو في اوروبا و كي تحركت الرجال و نحت بن علي الكلب ركب عالاحداث و رجع يتبكي بدعوي المنفي,Negative,negative
امين قاره ابسل شخص في شمال افريقيا ههههه,Negative,negative
انسان كارثه علي البلاد ومريض ومتخلف ومنحط اخلاقيا ومهوش متربي,Negative,negative
مواطن علي درجه عاليه من الاخلاق و الانسانيه و حب البلاد ربي معاه و ربي يفرحو كيما فرحنا و ضحكنا,Positive,negative
سوال بسيط كيفش تنجمو تبيعو رواحك للدرجه هذي قناه الوبنه و القحب,Negative,negative
ربي يوفقك ونشوفوك ديما ناجح ومتالق,Positive,negative
الماكر والداهيه,Negative,negative
خردوووقه,Negative,negative
بربي علاش جايبينو باش ينبر,Negative,negative
اجمل صوت و اجمل فنانه تونسيه و اجمل امراه تونسيه,Positive,negative
مسخ,Negative,negative
انا عحبتني لرشا اما بالله كريم يخلس علي كل شلبوق,Positive,negative
شعب تونس معروف بالنفاق و قلبان الفيسه,Negative,negative
وجيهه الجندوبي من اقوي الممثلين في تونس,Positive,negative
موش خايب,Positive,negative
نحسو يضحك الناس من غير مجهود و تهريج كيما يعملو برشا برفو جعفر,Positive,negative
زوالي في مخو,Negative,negative
والله جعفر القاسمي انسان خلوق وحتي تفدليكو مقبول انسان اجابي واصل خويا جعفر وعاون الناس ولك كل الاحترام مني خاصه ومن شعبنا عامه,Positive,negative
نحسها بهلوله شويا,Negative,negative
هذا الظحكه متاع كلام الناس يستبهل في التوانسه مانجح في شي يحب يعطينا دروس فالدين وكلعاده المشكل الكرسي يا فاشل وبهيم علي كل حال راك ضحكتنا علي لخر خوذ العلم من روس الفكارن هههههه,Negative,negative
والله لا عندو حتي موهبه متاع فكاهه جملا,Negative,negative
دنيا اخري,Positive,negative
ملهط,Negative,negative
ما نتفرجوش في ها الصنطوعه التافهه اخبارها الكل تاخذ فيها من الفايسنوك,Negative,negative
باهي انشاء الله,Positive,negative
نجلاء محلاك في التمثيل و في كل شي,Positive,negative
برا راك ناجح,Positive,negative
مع الاسف لم يضحك احد في ذلك اليوم علي خاترو مهوش ظامر حتي طرف,Negative,negative
كوميدي باهي برشا برافو امير,Positive,negative
تفوووووه,Negative,negative
ملا تلحيس,Negative,negative
بابورك غر,Negative,negative
شوكات انا اشك في انك تونسي مخيبها الفازه عالللخر حسبي الله و نعمه الوكيل فيكم هذا شخص عار و كذلك قناه الحوار التونسي قناه الماخور التونسي تعمل لضرب الهويه الوطنيه في ذكري يوم الارض يستضيفوا يهودي لا حول ولا قوه الا بالله ملا مساطه ناجي بهلول وزير التربيه ناقص تربيه برنامجو الاصلاحي كافون لجماعه الابتدايي و قطوس منال عماره للثانوي و ساره جاي للجامعي زنوس ملبه شيب و العيب والله كنت نحبو اما خساره ما اقل حياه والله محقهمش يجيبوهم في التلفزه عيب كبير اللواط ولي حريه شخصيه قد ما تعيش تتعلم مسلسل تافه وبعيد علي الواقع و الممثلين الي فيه في المسلسل صيودا ويفلمو و البرا جبناء و موبن و اولهم صاحب القناه الفهري ولتوا متفرجتش فيه و متحلش في الدار شويا الو جده وبعد نسيبتي لعزيزه و مبعدو ورد وشويا كوره و ترويح و مبعد سهريه ماكش متربيي مستوي منحت الله لتربحهم ماسطه لاسطه ملا مستويات منحطه كلاب خليهم ياكلو بعضهم شمدخلنا فيهم احنا يلحس و قفف و حاول يتقرب لطفي العبدلي يا ولدي راك ماسط فريال قحبه برجوليا معادش عندو نكهه دليلك ملك يا حسره ياسر ماسط مريض ماسط لاسط و قفاف و الطحين يجري في دمو و الله عيب و الله عيب ههه خخخخ برا واحد يمشي يرقد خييييير,Negative,negative
المعلم,Positive,negative
وهاك الديوث سمير ديلو ماد وجهو الطحان,Negative,negative
هو انسان ماسك لاصط,Negative,negative
مرا تعجبني برشا,Positive,negative
تحسو احول وماسط شوييييا,Negative,negative
راك ماسط راك لاسط و ما عادش دجيبوه بربي,Negative,negative
مقداد السهيلي معروف حياتك كامله قفاااااااااف راجل كبير يتضرب بطريقه هاذيكا و هو يقول لازمو هاكاكا زايد جيعان و ساقط,Negative,negative
فنان يعجب التوانسه و متالق في غنيات,Positive,negative
العيب مش فيه العيب في الي جابو للبرنامج تو الحرام رديتوه حريه شخصيه و النقاب رديتوه تخلف و مش متاعنا ربي يهديكم وكاهو,Negative,negative
برافو ماكسي علي دفاعك علي الفن من العفن الفني الي الامام,Positive,negative
اول مري ماشي في بالي فنان لاكن ظهر في الاخر فنان كم انت كبير يا ابن الخضراء,Positive,negative
الي الجحيم يا متثقف يا متاع اليونان,Negative,negative
يا معلم برجوليه جعفور يعجبني و موش نرمال و ربي عيني,Positive,negative
راك ماصط راك لاصط راكم سلعه كلخه ما اتشيخشي الراس سخفاااااااااااااااء,Negative,negative
برنامج تافه فارغ و زيد الضيوف حاله مكربه مخيبك متكلفه هو قنعك اللي الجراه مطلوبه و مبرره وانت كان جات شخصيتك قويه راك اقنعتو اللي لو صوتك طياره من غير ما تعري روحك تنجح,Negative,negative
مرزن عصها,Negative,negative
توا هده مسلسل في شهر رمضان شهر كريم,Negative,negative
متفرجتش اما يستحق كلمه كلاب سوق و نماذج مسخ صوره الممثلين كان عندهم صوره,Negative,negative
تفوه ملا اشكال,Negative,negative
مبدع هذا الصافي السعيد الاستماع اليه افضل من الاستماع لجميع قمامات الاعلام يستحق جايزه نوبل في الخطابه علي ثقافته و ابداعه,Positive,negative
عاهره نكره في زميلها او بالاحرا استاذها احمد الاندلسي باش تمجد فرخ ميبون,Negative,negative
علي الاقل ماتنساوش بلي المسلسل ياعدا في شهر فضيل عيييييييييييييب وعار رانا نتفرجو في عايله,Negative,negative
ماسط,Negative,negative
صوت رايع جدا,Positive,negative
طياره يلزمنا انشجعوا الفن اتونسي مهما كانت صفتوا,Positive,negative
لباهي فيك انك ولد جمعيه,Positive,negative
مسلسل شذوذ الجنسي وقله الاحترام وتشجيع القحاب علي الزنا والخيانه,Negative,negative
حيوااااان,Negative,negative
فسده,Negative,negative
برااااااااافو ناجح,Positive,negative
حلوه فكرتك يا سامي,Positive,negative
يعجبني راجل وسيد الرجال,Positive,negative
احسن لقطه في اخر المسلسل,Positive,negative
قعر,Negative,negative
الجهل بام عينه اللهم زده علما,Negative,negative
ريم فنانه و عليها لكلام ماشاء الله عليها خلقه و خلوق و عمال وتزيد تزيان و حظور راقي منوره الشاشه التونسيه بالحق كانت حلقه استثناييه بوجود نجوم كيما ريم و هشام و زيد جابولنا انصاف روعه,Positive,negative
تافه وساذج ملا مستويات العيب موش منوا ملي مستدعيه,Negative,negative
تقتل محلها,Positive,negative
مسكينه والله لا يزي ممثله فاشله و لا يزي تحل في فمها عل الرجال و تعطي في رايها في موضوع تافه كيفها و تدافع علي كمشه مرضي كيفها تفوه عليك يا خامجه,Negative,negative
فساد و قله حياء و عدم احترام لمفهوم العايله التونسيه يا سي المسخ حط في مخك راهو مزالو فمه ناس تحشم و تقدر البو و الخو و الام زاده مسلسل يفرت العايله موش يلمها انا لتوا ما فهمت شنيه الرساله متاعو ها المسلسل كان لفساد و قله التربيه و الكلام الماسط الله يهلكك,Negative,negative
يعطيك كلب يا سامي,Negative,negative
رجل مثقف و يستحق الاحترام,Positive,negative
كلب ولد كلب,Negative,negative
ولينا مهزله اخر شيء ان ما يسمي بنور شيبه اصبح يفتي في القضاه منين عندو الثقافه هو الفن بعيد عنه فما بالك بالقضاء خسيت يا غريب الفن,Negative,negative
نهايه باهيه ممتاز برافو انا ما نحبش نشكر اما كريت السبان علاش لا مسلسل كما المسلسلات العالميه الطرح ممتاز و النهايه روعه,Positive,negative
معلم يا كافون,Positive,negative
ربي انجحو وياخو ببدو ويوفقو,Positive,negative
والله ثلاثه برافو عليكم,Positive,negative
مارق برش مريظ بلكلام,Negative,negative
المصاطه والتفاهه والريق البارد مش غريبه يلقاو معجبين في بلاد رييسها بياع شراب,Negative,negative
منحبوش ماسط وقبيح ويحترم حتي حد وموش متربي وعندوش اخلاق جله,Negative,negative
الشيب و العيب في اعلام عار,Negative,negative
السيده الفاضله محرزيه انت فخر لنا و انشاالله كل سيدات البلدان الشرقيه الاسلاميه يكونوا يخمموا كيفك و عندهم الطموح الي عندك و تونس مهما يصير تبقي ديما لباس هداه فيها مرا كيفك,Positive,negative
مشالله عليها,Positive,negative
انحطاط وسفاااله,Negative,negative
برافو سامي,Positive,negative
البوليسيه كلاب صدق الي قال,Negative,negative
تفوه عليك الحق في دوله مسلمه متحربش افات كيما هادي,Negative,negative
لطفي العبدلي كارثه اخلاقيه الوقاحه تشكوك لقله الادب,Negative,negative
توحشانااااااااااكم برشااااااااا,Positive,negative
ماسط لاسط,Negative,negative
مسلسل دعاره وانحلال اخلاقي,Negative,negative
يكب سعده اكثر ملي هو مكبوب,Negative,negative
ياسر معده ياسر و ديما يعيط يفدد,Negative,negative
في جرتك مشينا في العفس,Negative,negative
ممتاز,Positive,negative
تحفففه قدااه راقيه عجبتني,Positive,negative
اكبر منافق علي وجه التاريخ,Negative,negative
لعنه الله علي كل طحان بن طحان عاش وترعرع فالطحين,Negative,negative
برافوا يا احلي وليد بردتلي شويه علي قلبي,Positive,negative
مشالله عليكم الزوز,Positive,negative
سبحان الله شعب راضع طحين شعب يموت علي القمع ههه بربي عطوني سبب واحد يخليكم تسبو النهضه علاش ما تسبوش الاحزاب لي متسميه علي التجمع ماسط لاسط ماسط لاسط ماسط لاسط اخر واحد يحكي ع الثقافه فاقد الشء لا يعطيه ماسط عتيتوه اكثر من قيمتو ضيع الوقت ماااااااسط يا ناااااااس بالله زيدو ثبتو معايا بصراحه شي يحشم عيب والله فما حاجات عيب قله احترام و تجريح للطفله استغفر الله في شهر رمضان شياطين الجن مسلسله قعدولنا شياطين الانس عفانا و عفاكم الله تي شبيك ماسط حاقهم يحطوك تخدم في مكتب العلاقات مع المواطن من قله وجوه اللوح شديت لينا في ها الخشبه حشاكم خريه وريحتو خرجت مالتفزه هو مش محترم ومش متربي ويحكي عالتربيه كينو الوحيد في تونس متربي وهو بالعكس الوحيد مش متربي في تونس هو مقداد السهيلي كرهني في البرنامج نحي راس بصل حت راس ثوم شبيها ديما مخها خامج و ماشي كان للفساد بفففففففففففففففففففففففففففففففففف والله تمنيت القاضي كان زاد بزق علي الكلب ناجي جلول وبربي للجماعه الي يقولو هذا واقعنا معادش تعاودوها,Negative,negative
عار عليك ايها الابله لوطي و يدعي بالاسلام و يقول حريه شخصيه,Negative,negative
يا بيه احشم علي روحك جايه تعري في اكتافك راك عملت العار,Negative,negative
امسخ وقواد ورخيص وكلب,Negative,negative
اقوي لقطه بصراحه مااحلي لعم وابن الخوه,Positive,negative
هدا هو سبب الفساد اللهم اجرنا من النار,Negative,negative
نحبوووو برشااا و يعجبني احلا برنامج والي احلا منه المذيع جعفور احسن كوميدي في تونس حاليا و ميحبش الجهويات و يعاون فالمحتاجين ربي يحميك قدوه و مثال رايع اولاد مفيده ك اخوه تبارك الله عليه معلم معلللللللللم والله عسل يختي عسل روووووعه محلااااااااهم ومزينهم عجبوبي برشا امنه فاخر احل و اقو صوت طربي في تونس و فنانه ملتزمه و محترمه برشااا موهر شيخنا يرحم والدين كل انسان دخل الضحكه لديارنا ربي يحفط تونس امنورين صفحه ربي يحميكم ربي اوفقك احسن و اجمل مراء في تونس الله يرحم والديك يا وليد التونسي راجل ولد راجل وسيد الرجال اعطيت درس لبعض المايعين والمتخثين وبرفو والف برافو لاحمد الاندلسي علي موقفه الرجولي الصحيح,Positive,negative
والله ما امسط من نجلاء كان انت والفن تكب سعدا من نهار لشديه انت نقيب الفنانين برا شوف خدمه اخري خيرلك انت عملت عار وريحه اكثر من نجلاء ياسيدي شيخ تحكي علي الفن شنوا مستواك انت تي انت ونجلاء كيف كيف انت م وهيا ق ورجال ميتحقرش يابهيم موش ندافع علي الدالاجي اما حسب من شوف خير منك وعطي في ميدان متعوا خير منك مرخصك حاصيلوا يا مسخ تفوه عليك وعلي قدرك كان عندك فدر,Negative,negative
صوت جميل تبارك الله,Positive,negative
ماشاء الله عليك يا و ليد تونسي تعرف كيف تغني,Positive,negative
جعفورا يعمبو زينك اكثر واحد كل ما نتفرج فيه يضحكني,Positive,negative
بربي نقص من ظهورك في التلافز,Negative,negative
لعنه الله عليك الي يوم يبعثون,Negative,negative
لا يستحق اي تعليق غير التحقيييير,Negative,negative
معلم و رايو يمثل اكثر من من التوانسه,Positive,negative
نور شيبه برا وهف يهزك و يلمك جبالك الرواسي ولا عبدك الثقيل لتوا ما فقتش بروحك لا تتاكل ولا تتشرب,Negative,negative
مكبر راسو ومااقل فهمو هالبهيم,Negative,negative
تمد في ومنضرك زايد اطحين في دمك تفيه,Negative,negative
بنت عمو ثامي,Positive,negative
كريم طياره,Positive,negative
تعجبني في اخلاقها و راكزه في كلامها من احسن الممثلات في تونس,Positive,negative
مسلسل تافه لا علاقه له بالواقع فالواقع اسوء بكثير,Negative,negative
توتو يا معلم,Positive,negative
جعفر الازمي في التمثيل نجح في التنشيط نجح في الاذاعه نجح حتي مالفن نجح الحوت عليه معلم,Positive,negative
قله حيا وقله تربيه ووقاحه وفساد,Negative,negative
حنان عسل,Positive,negative
حلوه برشا ديما ليب تبركالله,Positive,negative
هي فنانه عندها مستقبل كبير ان شاء الله,Positive,negative
منافق مقداد,Negative,negative
مخيبو لخري,Negative,negative
لاادعو الي مقاطعه هاته القناه فقط انما جميع قنواتنا فيها نفس السموم من اشاعه الفاحشه و الرذيله والالحاد والكفر في بعض الاحيان فاتقوا الله في دينكم واولادكم وازواجكم وامهاتكم ايعقل من مسلم ان يترك هاته السموم في منزله والله الذي لا اله الا هو سيسال كل منا اسال الله الهدايه لي ولكم,Negative,negative
خامجه من خامجات المجتمع التونسي الحديث,Negative,negative
تحيه وتقدير لك يا ناجي جلول,Positive,negative
اخيب ممثله شفتها في حياتي,Negative,negative
كان يعجبني برشا اما يا ليتني ما تفرجت فيه الليله,Positive,negative
ممسطو,Negative,negative
تبركالله علاها منوره الحلقه فتانه حلوه رزينه انيقه علي كل تونس بنسها يا امونه,Positive,negative
بليد هههههههههه,Negative,negative
ممسطو ومرمزو,Negative,negative
ملا لفعه بسبعه رووس,Negative,negative
موش متربي,Negative,negative
تافه منتفرجش,Negative,negative
يعطيك صحه عطيتهالو تحت وذن كيما قال الفاهم,Positive,negative
مايعجبنيش تمثيلو ياسر مبالغه في لكلام,Negative,negative
منحط منحط منحط منحط منحط منحط منحط,Negative,negative
المعلم,Positive,negative
انا واحد من ناس متفرجتش و مقادش نحب نتفرج علي هل مناظر و هل اشكال التافهه,Negative,negative
يا مقداد والله ماسط بما تحتويه الكلمه من معني,Negative,negative
بصراحه وهرتوا وحدها ديما مشيخنا لمعلم,Positive,negative
حلقه عالميه,Positive,negative
منافق,Negative,negative
كذاب ومنافق,Negative,negative
بكل سرحه ابداع خاصه سمير تختب نميس يا معلم تريح علي قاعد ههههههههههههههه انت معلممممم عبد الفتاح مورو اعتزو و اتشرف به تحفونه كم يعجبني فنيا وثقافيا تحدث بصدق يستحق الاحترام روووووعه يعتي الصحه للوزير والقاضي هذه الحريه واللي بلاش في تونسنا اليوم نحييك يا ولد بلادي و ربي ميخليها بحد براافوو ليك يواتيها دور ليلي بن علي تنجم تمثلو مليح خاصه الملامح قريبه برشي صوتها حلو برهان بسيس من اهم و اكثر المنشطين الي يعجبوني واصل و سبق الخير تلقا الخير تتلفه وراك تظيع الي قدام خلينا متفولين جعفور يا معلم ناجي جلول يامعلم واحنا منك نتعلم عسسسسسسسسسل راو احمد بيدو كان يتبع في المثليين وداخل معاهم هههههههههههههه,Positive,negative
رايعه,Positive,negative
برافو,Positive,negative
اكبر مسرحيه سخيفه,Negative,negative
ماصت شويه,Negative,negative
والله نعم الاب,Positive,negative
شكرا لكل مواطن بسيط يخاف علا تونس و تونس ديمه واقفه بالرجاله,Positive,negative
بربي نحيوه هاالممثل,Negative,negative
ممثله طياره و متمكنه تحياتي لاها,Positive,negative
اشبيه ماسط هاكا ايقول لشكيب نهضاوي علاه ما يسالش لعماري اشبيه من النداء,Negative,negative
محلاك و محلي صوتك ياسر دخلت قلبي,Positive,negative
هاي الفتنه,Negative,negative
امثال هذه التفاهه وجب سجنهم في سجن خاص بهم وسحب الجنسيه منهم لانهم عار علي الجنسيه التونسيه,Negative,negative
التونسيه تحاول تبييض اعمال بن علي من خلال تافه و جاهل و منحط اخي كي ظال هجتكم باش ادغفونا و ترجعو بن علي تي ماو جيبو واحد راجل موش هاحد اجهل من سباطي يا ولدي بن علي راكم اتفهو فيه بها الوجوه المقلبه كي اطحنو اعرفو قواعد الطحين,Negative,negative
افففففف,Negative,negative
امين كل يوم اتزيد في البهاما قداشك ابهيم بالقوي برجوليه,Negative,negative
لمرزوقي خير منكم وخير من امثالكم,Positive,negative
هبااااااال شبعه ضحك,Positive,negative
انت معلم,Positive,negative
برافو ولييييد نحبك و اليوم زدت حبيتك اكثر معلم,Positive,negative
عسل,Positive,negative
موش نورمال والله وقت هو يتكلم كلها تسكت معلم زايد,Positive,negative
دورها في مسلسل موفيد ميعجبنيش,Negative,negative
ان شاء الله تنقسوا شويا من قله الحياء و زيد مسلسل في شهر فضيل,Negative,negative
ماسطه ال توه ما فهمتش روحها الي هي عمرها ماتجي فنانه تعوف اصل,Negative,negative
اني نحبك بارشا يا وجيها انتي مومثلا شاطرا,Positive,negative
مرا تونسيه و عليها الكلام زينه يا بنت القمح و بنت شعير ما احلاك خليييييك هكاكا,Positive,negative
الله يهلكهم,Negative,negative
مبروك عليها انشاء الله,Positive,negative
اي والله بكاتني برافو خديجه,Positive,negative
يا همال ما زلتوا ما قلبتوش مناضركم ها الخمج,Negative,negative
حط برشلونه خاسره في بلادهاا بهييم هههههههههه,Negative,negative
قناه الدعاره,Negative,negative
راك معلم يا شكيب,Positive,negative
والله زويز روعه ربي يبارك,Positive,negative
انسان كارثه علي البلاد ومريض ومتخلف ومنحط اخلاقيا ومهوش متربي,Negative,negative
عسوله,Positive,negative
معلم سيد الرجال ما يشرفوش يقعد بحذ امسخين حشي الرجال,Positive,negative
انسان متربي و مخو نظيف موش كيف الفرطاس نوفل حتي بلادتو مستحبه وباش يولي برنامج عايلي,Positive,negative
شبو معلم راك,Positive,negative
ممرها و ممسطها,Negative,negative
مستوي منحط,Negative,negative
يا توفيق انتي ممثل اش مدخلك تحكي في سياسه حاجه ماتفهمهش,Negative,negative
معزو هالفنان برافووووو,Positive,negative
طياره جعفور الله احد عليك و علي اعمالك الخيريه ربي كثر منك الناس ابدعت حقا بالفكره والبسمه التي لا تفارق وجهك تونس في حاجه لامثالك انت فخر لنا والي يعرف قيمتك برافو وليد التونسي,Positive,negative
ماسط امين البرنامج بلا نوفل و مايا ماسط,Negative,negative
مااحلاك و ماضمرك و مااعزك,Positive,negative
مش حلو ميضحكش ماااااااااااااسط,Negative,negative
هههه ما يعرف دواه كان بندير مان ماااااسط,Negative,negative
راك ماسط راك لاسط بصوت كافون,Negative,negative
الشيخ عبد الفتاح مورو انت معلم و احنا منك نتعلم,Positive,negative
نوووفل خييير,Positive,negative
مبدع شريف رجل قانون نزيه ربي يوفقو,Positive,negative
امنه تحفونه وخفيفه روح,Positive,negative
صاحب كلمه و الي عندو يقولو,Positive,negative
جعفور يامهبلهوم مشاء الله نشيخ عليك حتي ونتي ساكت,Positive,negative
تحيه و تقدير لهذه البنت الشجاعه و نقلها راو مزال الخير في الدنيا و خليك قويه و راك دخلت في قلوب التوانسه و انشاء الله ربي يشفيك,Positive,negative
واحد طحان مجرم هالرحموني الطحان واحد قليل حياء وقليل رجله لغنه الله عليك وعلي كل قاضي فاسد كيفك,Negative,negative
عمل ضعيف و مقرف الي حد هذه الساعه من حلقات,Negative,negative
وحدو في الهشاشه,Positive,negative
كل حلقات عجبتني وكانت مذهله,Positive,negative
نعلن الله عليكم,Negative,negative
انسان متربي و ماشاء الله عليه و ديما منور يا سي فوزي,Positive,negative
مساطه اعلاميه و تكونيز في الفارغ,Negative,negative
حسبي الله و نعم الوكيل فيك يا سامي الفهري,Negative,negative
تحترمنا شوي و تغطي روحها ما هذا الجنون,Negative,negative
انحبها برشه,Positive,negative
صادق,Positive,negative
ادا جاءك حديث الثوره و رايت شيخا في التسعين يحكم شبابا قامو بالثوره و رايت سارقا للتلفزه التونسيه اصبحت له تلفزه خاصه كسامي الفهري و رايت ممجدا لبن علي اصبح مليونيرا معز بن غربيه كمثال لا للحصر فاعلم ان الشعب حقق كل مطالبه واستحقاقاته و لا يبالي بما حققه الفاسدون الثوره مستمره يا ازلام شيبوب,Negative,negative
محلاه بدر اقوي لقطه برفواااا,Positive,negative
برافووو,Positive,negative
الفازه ماسطه بارشا وهي امسط,Negative,negative
احلي سيتكوم دنيا اخري الي تفرج وشاخ ضحك يدز جام والله ههههههه,Positive,negative
اكب سعدك ممصتك اوووووه يا كذاب يا سفيه ملا كوارث والله,Negative,negative
ماسط جبالك الرواسي ولاعبدك الثقيل,Negative,negative
احلا عبد الحميد ربي معك,Positive,negative
ياخي مفما حد قالو راك ماسط لاسط مقداد هذا وكيفاش يجي مسوول,Negative,negative
رايعين,Positive,negative
مثال للمراه التونسيه,Positive,negative
لواط وتحليل شرب الخمر وتشكيك فالنص القراني لا حول ولا قوه الا بالله اللهم لا تجعلنا مع القوم الفاسدين,Negative,negative
تافه,Negative,negative
الله عليكي وعلي صوتي لك صوتك بجنن,Positive,negative
نور محلك وجفور صاحب جو,Positive,negative
التلفزه الكل ماسطه لاسطه,Negative,negative
عيب,Negative,negative
فنان موهوب,Positive,negative
بصراحه معادش يعجبني برنامجوا ولا من امسط البرامج,Negative,negative
ممصطهم الكل علي بعضهم,Negative,negative
قلت الحق يا وليد,Positive,negative
يا ميمتي كان يسيبوني عليها بشلاكه بلاستيك,Negative,negative
حلوه برشا نبده نستني فيها بدقيقه ودرج مقاتل ضحك,Positive,negative
الحقاره والنذاله والسفاله لها عنوان واحد توفيق الغربي,Negative,negative
سيده محترمه و ربي يوفقها في حياتها و نقلها تمنيتك تكون رييسه المجلس لانك في نظري امراه قياديه و عظيمه,Positive,negative
ماشاءالله خويا عليك,Positive,negative
تفووووووووووووووووووووه بات ليله مع الجران صبح يقرقر,Negative,negative
معلم من قبل كبير وزاد كبر في عيونا عندو قلب كبير,Positive,negative
نعله الله عليكم و علي اولاد مفيده علي الا يتفرج عليكم,Negative,negative
تونس مستحقه لامثالك جعفور,Positive,negative
الدنيا حظوظ,Negative,negative
ماسط لاسط,Negative,negative
ممسطو ملا رهوط,Negative,negative
عسل راو عسل,Positive,negative
ماسطه معادش نتفرج فيه البرنامج راك ماسط لاسط بربي حد يفهمو هذا عيييب والله عييييب ان نناقش مساءل محرمه في ديننا ونقول انها حريه شخصيه عييييييبب ماسط لاسط ملا فظايح مهومش رجال خواتها قداكشي تافه يا شكيب يعطيك الجرب كان مشا خيرللو طحان و لحاس موش راجل قداش ممسطك و مرمزك ممسطو الشيب و العيب يعرفوه طحان و لحاس و بايع ذمتو للاداره,Negative,negative
جعفور يا معلم,Positive,negative
يعجبني,Positive,negative
لا تربح الي خمم و جابك,Negative,negative
ربي معاك نشالله وربي ضهرلك حقك ونحيييك وحظ موفق,Positive,negative
نموت عليك,Positive,negative
المسخ بن حسين كلمه حيوان ياسر فيه,Negative,negative
نموذج يحتذي به في الطحين الفاخر,Negative,negative
محلاكم يا ولاد موفيد,Positive,negative
زنديق,Negative,negative
مرزن دمك يا بهيم سايب عليك وخلي لطفي لي اقد روحو تحسدوه,Negative,negative
ربي يهلكم يافساق,Negative,negative
برافو وليد التونسي ياسر كلامك عجبني والله بردتلي علي قلبي يعتيك الصحه,Positive,negative
برافو شيخ انتي اقوا شيخ في الشيوخه الكل,Positive,negative
شنوه رجعوا يمدوا في وجوهم هالمارك النحس,Negative,negative
مرزن ملايكتو الشفاعه,Negative,negative
يععععععععععععععععععع لوعلي كبدي,Negative,negative
مستوايه منحططططط,Negative,negative
يعطيك الصحه سامي برافو,Positive,negative
لازم يبدلو اسمو في المضمون وي سموه ليلي والعار علي قنات كبير مثلي الحوار التونسي تستدعي هذا الشخص,Negative,negative
كلامه متضارب فقد مصداقيته,Negative,negative
الشيب والعيب كان مشات تحجبت وسترت ما ستر ربي خير من العرا,Negative,negative
