clean_text,sentiment
منافق,Negative
انا نحبها,Positive
ملا لعب ماسط واحد اوليلو سكر و دم بش هوما يضحكو,Negative
كانو حاسب روحو فنان و يقبل النقد انا منعتبروش فنان و ميشرفنيش هو و آمثالو,Negative
جاهل و منافق,Negative
يا توفيق رك مصت برش,Negative
نحبها,Positive
بورحولية الراجل هذا وقفلي مخي كيفاه يحب يرجع بن علي تي مالا وعلاه احنا عملانا ثورة شعب بهيم و مستك و جحش و كلاب في نفس الوقت تفوه تدخلات فارغة موش بلاصتو كلام الناس و يزينا من تفووووووووووه ياولد عاهر أمين قارة جابوه للحوار التونسي باش يطير عليهم العين هههه أمسط منشط في الدنيا أمين قارة أول غلطة لقناة الحوار التونسي البلعوط تفوه علي ما يحشمش تلم وهف يهزك ملا شلايك عليها من الله ما تستحق ماسط ماسطه مالهاش مثال ولا في الخيال و تستاهل هذه عيب عالاقل استر ماستر رببي جايبينو يحكي مباشر ملا تطور صاير فيالبلاد رانا نتفرجوا صغارر وكبار والله عيب ما ننكروش الي الحوار التونسي تعجبنا ونحبوها اما ننصحكم بلاش محبة الشعب ما يصرير شيء وشكرا ملة مهزلة بلاهي كي ما تعرفش القرآن أش لزك عليه يا كافون يا حثالة كمشة مثليين و سقاط رني رني علمو الشعب الدياثة و القحب قاداشكم ارخاس الشعب الكل اكرهكم راك ماسط راك لاسط راك سلعة كلخة ما تشيخ الراسط واااا حمزاوي فين طاير في السماء كيما قالوا ناس بكري معيز و لو طارت و الفاهم يفهم حمزاوي اعتزل الفن بعد ما شهد هذه المهزلة فضحونا بالعرى فنان عنصري و غبي مزوّر راك ماسطة راك لاسطة الشيب والعيب كراكوز ياغربي ابتذال وسفالة بدون حدود أشبعو صتايك يا قناة المخور نكرهك انت هذ سال ماااااسط ملا حالة وملا مستوى متاع سي الكبش الفرُك من اسخف و اوطى الاعمال بصراحة مش متع سهرية وسط العايلة تأفه برشا سحقا لمفيده وأولادها لهمل يعلمو في الشاب بعد عن ربي ودينهم حسبي الله ونعم الوكيل فيكم يا خمج برنامجكم في النازل و اعتذاركم المتعالي لا يكفي و لن ننسى انكم كنتم تسوقون للمثلية تحب تعيشوا الناس في الخيال التافه متاعكم رمضان و قلة حيا أش بش تلقوا فعلكم فرخ ماسط سط خنزير هذا مقرف فدينا منوا ماللخر قمة السخافة ممصطها مقدم تافه و تفاهه شلاكة الله يهلكءك يا فهري يا مجرم اسمو طاهر وهو مسخ هههه شيخ المثليين عندها حق ماسط يكتل الطحين لترويكا جاهل من جهال تونس مقداد والله كثرت علي ما وصاوك فاتك القطار عيب و عااااااااااااااااااااااااااااااااااااااااااااااااااااااااااار,Negative
جعفور ديما منور القنوات التونسية,Positive
ممثلة قديرة و انسانة راقية و رائقة,Positive
فولة مسوسة طاح بيها غراب أعور,Negative
ماسط لاسط ها الراجل وزيد ما يعرفش يحكي,Negative
برافو سامي الفهري,Positive
ناجي جلول,Positive
والله ما امسط من نجلاء كان انت والفن تكب سعدا من نهار لشدية انت نقيب الفنانين برا شوف خدمة اخرى خيرلك انت عملت عار وريحة اكثر من نجلاء ياسيدي شيخ تحكي على الفن شنوا مستواك انت تي انت ونجلاء كيف كيف انت م وهيا ق ورجال ميتحقرش يابهيم موش ندافع على الدالاجي اما حسب من شوف خير منك وعطى في ميدان متعوا خير منك مرخصك حاصيلوا يا مسخ تفوه عليك وعلى قدرك كان عندك فدر,Negative
بالتمهبيل انتاعها الله لا تربحك ياخميسة والله يرحمك ياالمرحوم,Negative
صوت ناضج وكائن نادر,Positive
راني مش داعشي لكن قولولها تحشم شوية كبيرة راك,Negative
عيب,Negative
كالعادة ديمة متالقة وهذا موش جديد عليك برافوا,Positive
تونسي يمتلك قدرة صوتية كبيرة، اللي قام بيه إبداع,Positive
بصراحه شى حشم فيك,Negative
والله ماذا بيا الممثلين الكل يقتادوا بيها ويكونوا كيفها في الخدمة و الاخلاق,Positive
قمت التفاهة بري يعطيك وهف ليك و للشريف متاعك,Negative
خزوق على حناكم الكل,Negative
ربي يعطيك على قد صدقك يا أحلى جعفور,Positive
تفوه,Negative
يا قرد,Negative
الشارع التونسي فيه المستويات الكل فيه الراجل إلي مايحبش الحرام و فما إلي يحب يلعب ببنات الناس و فما الطفلة العفيفة إلي مستحيل تبيع روحها و فما إلي تبيع روحها بلاش و زعمة و زعمة حب أما بش طريقة هذه نعالجو المجتمع و سامي التافه يحب يبيع المنتوج متاعو مش الغاية متاعو يصلح المجتمع,Negative
طحان الطرابلسية و تاجر مخدرات تحبوا تردوه عبد ومضلوم بالسيف وقت اللي كان احب انيك الحالة و ايعمل الباكوات مالغبرة الي دخلها في الكور هو و الترافكون الواعر أعضاء العصابة الطرابلسية,Negative
بية مزيانة حليلتها والله يبقي الستر على كل ولية,Positive
ناقصين خلايق,Negative
محلها,Positive
قناة قذرة فلوس الامارات,Negative
مسلسل فاسد وشهر رمضان مايجوش مع بعضهم فيقوا على وضعكم,Negative
فضحتنا في تونس والخبزة بالحق مرة,Negative
الشيب والعيب,Negative
برافو اولاد مفيدة برافو سامي الفهري,Positive
ما احلاهم لخوات كيف يتروجلوا مع خواه,Positive
ملاّ مستوى متاع وزير,Negative
كم اتمنى لو كان جو الممثلين لكل كيف جعفور,Positive
من الجزائر ربي يوقف معاه باين بالي انسان طيب ما بستاهل,Positive
روعى بدر,Positive
من ارووووع الحلقات مع اروووع نجوووم مع احلي وردة ريم رياحي اللي نورتنا بجمالها وانقتها وكلامها روووووعة كليك علي بعضيك حلووووو,Positive
ملا متخلف و جاهل من دنيتو لجنتو من غير تشهد ههههه,Negative
ضامرة و خفيفة و الشلابق خدامة ههههههههههههههه,Positive
تفوه عليها وعلي جابها خسارت رجالك يا تونس ملا منظر الله لتربح إلي جابها وقدمها على أنها فنانة,Negative
الله يعطيك الصحة خونا علاء ونشاء الله يتلم شمل كل عائلة,Positive
في كلمة واحدة أبله,Negative
جعفر احسن ممثل بتونس,Positive
و الله عيب عجوز كيف ليلى الشابي تحكي هكة عيب كبير تي انا مل بديت نعرف نراك في التلفزة و لتوا ما فخمت قدرك,Negative
مسلسل موش عائلي يا سامي و لا يمثل صورة المراة التونسية خسارة,Negative
قلة تربية تفووووووووووووو,Negative
ما ارزن من لطفي العماري كان لطفي العبدلي ،لطف و برة ربي يصبرنا,Negative
هديك فاسقة ربي يهديها جهنم وبءس المصير,Negative
انا يعجبني,Positive
سلام مسيو,Positive
باز عندو ولدو يرخف على هذاك يشوفلو في عذر ولاونو العذر عندو خارج ١ ٢ ميترو ههههههههه ياكلاااااب,Negative
يسر حلوة هههههههه,Positive
ماسط لاسط لعبها مبدع وهو ابداعو الوحيد الطحين والسراب وعداء للنهضة اكب سعدك النهضة لا تتمنى ان يناصرها امثالك يا منحط,Negative
برافو برافووووووووو,Positive
طحين تلحيس موش راجل,Negative
ياتوانسه بالله فيقوا فيقوا اعملوا انقلاب علي هالكلاب،،،،،،,Negative
ملا اسلوب و ملا منطق متاع قالك نقيب حاسب روح كل شي و هو حتى شي يقزم في العباد و هو قزم,Negative
ذليل قواد لحاس طحان,Negative
مش متروبي,Negative
متعجبنيش لهي ولا صوتها,Negative
لا يليق بهذا البرنامج,Negative
وليد يا معلم,Positive
ياسمير برنامجك فقد الصلوحية بطرية اوفات وسمير ولا وافي الانك بكل موضوعية سقطت في الردائة,Negative
ماسط لاسط مقعار,Negative
اكثر وحدة فسدت المسلسل نحوها اي رهج,Negative
محلاها تعجبني برشا ليلي,Positive
ياسر مقلق وماسط تنبر عالعباد وانتي كعبة لا نفس الحوايج نفس الكلام ياسر ماسط بربي تعملو مزية ماعادش تجيبوه,Negative
وحدك يا نور راك وهرة,Positive
برشة قلة حياء و قلة تربية يا,Negative
ما يعرفش اداب الحوار يضحك من غير سبب مستواه ياسر منحط,Negative
انا نكرها ملي كانت مشيحة ريق السبوعي,Negative
و الله لا تحشماها تفو عليكم هذوكم نساء تجيبوهم تحبو تلقطو بيهم نسب متع مشاهدة وحدا شطر صدرها عريان و لخرا عرافة لابسة عرية كل شي ظاهر يا ربي نشاء الله الهايكا تنخيه برنامج لاباس جملا,Negative
كلب وخسارة نهدرو عليه,Negative
احلى فلة,Positive
هههههه ما هذا يا أبله,Negative
ها الممثلات التوانسة تعلمو كان التمعجين و الريق الزايد فضحتونا,Negative
ممثل رائع,Positive
راك ماسط راك لاسط,Negative
الّي ما عجبوش يبدّل القناة ملاّ متخلّفين متع وذني,Negative
عيب عليك الناس تتفرج في ديارهم عائلة معاهم بنات عيب عليك أنتي راجل كبير و ناس الكل كاانت تقدرك أي كانت خاطر بعد الحلقة باش توالي تفريكة,Negative
لطفي العماري السارق تقطع يده ولو فعلنا ذلك كان يكون عبره للناس الكل ويقل عدد السراق للاسف الدمقراطيه متاعنا تحمي فيهم,Negative
أحلا حاجه في برنامج وجيه الجندوبي تباركله عليها,Positive
احنا نعانو في الارهاب و نبحث عن طريقة لدحره من بلادنا و سي امين جايبلنا موضوع المثليين وناقشو فيه وكانه قمة التحضر الا يعتبر هذا استفزازا للمتشددين و الدواعش باش يلقاوا ذريعة لهتك ارضنا بالله جيبولنا مواضيع تبعث الامل و تعطي صورة مشرقة لتونس,Negative
أمير يا معذبهم برافو,Positive
مهبول و زغرطولو في وذنيه راك عكة راك لكزة,Negative
حيوان المسخ تفووه على جد والديك الكلب,Negative
بربي مقداد قداش من مرة تجيبوه افهمونا راهو ماسط و الشعب ما يحبوش,Negative
برافوا راجل في زمان,Positive
أمان ما فماش هيئة ضد المساطة في تونس,Negative
سلام مسيي مارق و رزين وماسط,Negative
استري روحك قبحك الله,Negative
رجل مريض وحاقد,Negative
ملا ناتن,Negative
تفوووووه على هالخليقة راجل كبير وميبون نعلة الله عليك وعلى امثالك يا امسخ وديوث تونس لا تتشرف لا بيك ولا بالميبون الي ادافع عليه ارجع وين كنت يا بهيم يا كافر تونس ما تتشرفش بيك يفرحنا بخبر موتك اشنع موتة لعلك تكون عبرة لامثالك,Negative
محلاك هيشام برافو,Positive
ممسطها ومرزنها انا نكرها ها العاهرة,Negative
والله بكتني برافووووو واصل,Positive
معلم,Positive
اسمها فلة وهي فلة صوت رائع فنانة بأتم معني الكلة الله يحفضك,Positive
مكش راجل يا طحان الإفريقي أكبر منك يا رخيص,Negative
ڨلڨني في معدتي,Negative
تفوووووه عليك لعنة الله عليك حسبنا الله ونعم الوكيل و من داخل قفاف برنامج في قمة السفاهة حثالة ملخر صوتو ميعجنيش و مضروب ياسر في روحووو سيب عليك بلاصتك في سوق بجاه ربي يا إدارة قناة الحوار التونسي ، توا هذا شلاكة تخدموا فيه معاكم يا شلاكة يا شكيب بصراح ستكوم دنياأخرى ماصت لصط ماسط لاسط مقعار ملعون كثرلها بالمساطة تفووو عليكم كان تجو عباد كان الوبنة و الطحين كلها بوتكس أنا متعجبنيش بربي شباها اسئلتك هكا الحق طحت من عيني اليوم ذكرتني بعهد بن علي تجيبو رجل دين و تعفسو فيه باش تطيحو قيمتو قل للمفكر متاعكم انو سيدنا عيسى عليه السلام رفع عند الله يا جاهل و زيدك زيادة ياخي هوما شافوهم الأنبياء و الرسل في القبورة متاعهم حاسيلو جايب كمشة بهايم هههههههه عشنا و شفنا مقداد السهيلي يحكي عالأخلاق و هو في الدنيا بين الكلمة الزايدة و الكلمة الزايدة يقول كلمة زايدة إنسان منافق كان بدا بأخلاقو خيرلو نقابة ماذا أيها ال ماااسط بففف مثقل ملايكته بفففففف مااااااسط,Negative
شد عندك يا سي منذر اللحاسة اللي كيفك الكل ما حسوش بالظلم اما تبننوا بظلم الناس اللي يصلي و اللي عامل لحية و اللي بمجرد انو يقول السلام عليكم و الحجاب و النقاب اللي يعملهم يتعاقب الحاكم تونس الكلها عايشا تحت ذاك الحكم كالعبيد و الرئيس و حاشيته و زوجته ينعمون بالخيرات و من الناس من ليس لديه قوت يومه اليس من ابشع انواع الظلم و لا يكتفى بهذا بل يتحالف مع اليهود الذين هم اعداؤنا منذ الازل و لا كتفي بل القائمة تطول و باختصار كان عميل و جبان و حقير و لن يعود الى تونس و ان عاد ستصبح تونس كومة من رماد بفضل الفتنة التى ستكون انت يا منذر حمار على شكل انسان اذا بن على شاغلك امشيلو و ارقدلو في حضنو يا ميب,Negative
طحان بقرونو,Negative
ملا فضايح بالله ارتقيو شوية والله شء يحشم ملا وجوه حشا خليقة ربي,Negative
كي تبقى اخر قناه منتفرجش في تافهتكم,Negative
محلاه شيخ أسلوبو سليس ويدخلاك المعلومة بكل بساطة ويخلاك تحب دينك موش تخاف منو إنشالله كل الشيخوخ يكون عندهم هالاسلوب وإنشالله ربي يغفرلنا في هالشهر الكريم,Positive
محلاك,Positive
بارك الله قيك خونا علاء و علي كل حاجة تقدم فيها,Positive
ملا فضيح ملا حشوم,Negative
قرودة بالحق,Negative
تفاهات,Negative
عنصر مشاغب لا يليق بالبرنامج ولا يليق بتونس,Negative
قناة الحوار خطيرة تلعب على الجهويات مريقل في الجنوب قبيحة حذاري من النعرات,Negative
جلول م ن ميحشمش,Negative
ياخي ما شبعتوش بالبخس ما ارخصكم,Negative
بربي علاش تجيبو فيه هالبوكيمون خلونا توانسة صافيين,Negative
صويت عالمي برافواااااااااا مش نرمال سيبوااا شكيب هههه,Positive
خردة ڨديمة ههه,Negative
لمعلم,Positive
والله خسارة فيهم كلمة عالم هو ومحمد الطالب اكبر جاهلين رايتهم في حياتي والله هذان الشخصان عار على تونس,Negative
عمري ما نلوم عليه فاش يقول لأنو طحان من أعلى طيراز,Negative
ولد حومتي,Positive
امرأة أنيقة و سلسة في خطابها و ذكية و متواضعة,Positive
أنت عنوان المساطة,Negative
شكيب متاع النهضة ، المحايد,Negative
نحسها ممثلة متكاملة ثقافة وفن و اخلاق و تواضع في كلمة محلاها,Positive
تفوووووووه على هالرهط المسخ والخامج والله ڨابس تتبرأ من هالشكل هذا,Negative
تفوه عليگم إلي يدافعوا علي الموبن و القحاب و برافوا وليد التونسي,Negative
دمو ثقيل و مش محايد,Negative
من اقوى الممثلات في تونس تشبه غادة عادل,Positive
مغرور و ما يعجبنيش تفدليكو و الدنيا ادواق,Negative
الشيخ عبد الفتاح مورو علم و ثقافة و دين و أصالة ولازم احترامه وعيب نبيعو ونشرو في العلماء,Positive
خاااامج,Negative
محلاك و محلا صوتك وانا من اكبر معجبينك وربي يوفقك,Positive
حسبي الله ونعم الوكيل فيكم إعلام عار,Negative
جعفور يا غالي ربي يفظلك لينا,Positive
طحان,Negative
انا نكرهههههههه,Negative
تحسها حلقة ملوخية بالحوت,Negative
مرزينكم القوة لله وممصتكم اعوذ بالله من الوجوه النتنة,Negative
نكرة لاتاريخ لهاولااتصوران لهامستقبل فني مجردفقاعة في فن التمثيل وتستمرالرداءة,Negative
متكبره وانا منحبهاش,Negative
مقاطعة قناة الفساد القناة الأولى في الخراب الأخلاقي في البلاد العربية فسحق لكل من ساهم في بعثها,Negative
ماسط و هو باش يخسر البرنامج,Negative
بصراحة عمل سخيف جدا لا يستحق الفرجة,Negative
رجل في زمن اللارجال,Positive
صوت قوي و روعة,Positive
مسلسل تحفون,Positive
كيف آمين تربيه أخلاق,Positive
مرا زين و عين و تربية و ضخامة و فيناس و كلام موزون و في بلاصتو برجولية محلاهاا مراا,Positive
قوية,Positive
زيد ظهر روحك في الميدان قادرة بش تتصنف لولة في التمثيل,Positive
كلب ابن كلب,Negative
امين قارة احسن اعلامي في تونس متربي خدام وزيد ضامر ربي يوفق وان شاء الله من حسن الى أحسن,Positive
كلب ديوث,Negative
صدقني لا نهظمك,Negative
وحدك فالوهرة ههها وليد,Positive
حسين الديك شعل لبلاتو الله يبارك عليه وعلی البيبليك احلی جو,Positive
نور التونسي الأصيل واحد ملي يحبو تونس بالحق ان شاءالله ديمه من حسن الى احسن,Positive
جعفور يا معذبهم زايد معاك ديمة الضحكة موجودة انا نحبك برشا و زدت حبيتك في برنامج يد وحدة بكيتنا برشا و فرحتنا برشا برافو و ربي معاك,Positive
ماسط ما نهضموش وهذاكا علاش البرنامج هذا ما عادش نتفرج فيه,Negative
ممثلة ممتازة و صاحبة قيم عالية,Positive
لولا جعفر البارح ما نتفرجش فيه البرنامج ههه هذا انسان ناجح لأنو صادق في العمل الي يعمل فيه فني أو إنساني,Positive
تعجبني برشا عزة,Positive
ماسسسسسطططططط,Negative
اكبر منافق,Negative
هشام الخلصي ثقافة وهرة وأخلاق وخلق والله إنت اكبر فخرلتونس طلعتلنا المورال برافووووو,Positive
جميلة,Positive
كي تجي بيونة تمسطها سامي واتباعه مستوايات منحطة ماصطة لاصطة حتى شي توا يجيكم شكون اندمكم ع الضحك الناس تفتن بيناتكم و انتي كي البهلول تصدق و تكلاشي,Negative
مايع ونمطي,Negative
كراكوز ياغربي,Negative
تفددّ,Negative
شعب منافق,Negative
برامجكم تافهة و نسبة المشاهدة مش دليل علی النجاح حاولوا تتفرجو في برامج القنوات العربية توا تعرفوا قداشكم فاشلين بداية من الديكور و الأزياء الی الأسلوب في الحوار و النقاش وقتاش باش تتعلموا,Negative
ماعجبتنبش في الدور هذا الحق,Negative
والله منور ربي يبارك فيك عرفت تجاوب على دولسي الجديد وهاديك ماش رافة زرافة,Positive
ممسط عبد بش منقولش راجل خاطر مش موالمتک مخیب راسک,Negative
من أحسن الحلقات اللي تفرجت عليها يرحم ميمتك يا علاء و يفرحك كيما فرحت قلب أم و بنيتها,Positive
مع احلى نجوم و احلى امين,Positive
معلم بندير,Positive
صوت روعههههههههه برافوووو اميمه انشالله بالتوفيق,Positive
ما يحترم حد و ما يقبلش الفدلكه كيفاه يجي فكاهي مش فاهمة,Negative
مشاء الله,Positive
الشيب و العيب,Negative
محلاها,Negative
يااااااسر ماسط من محمد علي النهدي لمحمد الجبالي وبندرمان ربي يخفف علينا,Negative
زينة يا زينة,Positive
معلم يا بنديرمان,Positive
مريض نفسي والناس لكل تكرهك يا مقداد يا تافه,Negative
واحد مسخ كلب طحان التجمع,Negative
أما المذيع ظهرلي فيه مُتَخلَّق خير من برشة عُبَّاد كانوا موجودين,Positive
هذا الخفّاش منذر قفراش المهرّج رجّعهونّا شخصية وطنيّة قحب و طرطور انت تافه ماسط، ماسط، ماسط الصراحة فسدتها خميسة,Negative
من هذا الأبله,Negative
ياسر بليد تي سايب الطفل حمزة وجهو ولا أحمر,Negative
تفووووو عليكم يا خماج,Negative
هذا الرقاصة يدلي بدلوه في شان القاضي احمد الرحموني عاهرة تتكلم عن الشرف,Negative
شيخ و افتخر به ربي يبارك فيك سي عبد الفتاح او ربي يفتح عليك,Positive
أكثر حاجة خايبة في كلام الناس هي ما يا القصورى و عار على تونس أتحداكم كان تعديو كلامى,Negative
برافو والله بردلي على قلبي تونس بلد مسلم,Positive
هذا حيوان وليس انسان حتى الشهادة ماشهدش,Negative
لا يستحق أي تعليق غير التحقيييير,Negative
وحدك في لوهرة يا زورو,Positive
و انا نتفرج في الحثالة هذا بقيت نتخيل في حالة امو و بوه لاني اعتقد ان الاحساس بموت الابن أقل ألما بكثير من الاحساس بفقد الرجولة في مجتمعنا الشرقي أنا ضد معالجة هذه القضايا في بلاتوهات الاذاعات و اتفق مع تحليل لطفي العماري,Negative
جعفور معادش منك برشا في ها البلاد,Positive
راك ماسط و رزين و ما تجيش منشط,Negative
ملّة سهرية اليلة، شكيب و زيدو محرزية أووووووفف,Negative
ملا فاصلة,Negative
احترامي سي رؤوف يزداد تقديري لك بعد كل اط لة الفنان الذي يناقش قضايا شعبه يستحق ان يكون فنانا,Positive
ماسط ماصطه لاسطه مسلسل تافه,Negative
الكوميديا ماتواتيكش شد الدرامة و ربي معاك,Negative
هههه تهبل,Positive
مصاطة ولساطة تقطر اصل,Negative
بصراحة بلاتواتنا بدات مهزلة ماتفهم شيء ديما هوما يتنابرو و حنا مافهمين شيء و في هالحالة وزير يوصل الها الدرجة سامحني ماعادش فما سياسة,Negative
اما والله لقد صدق من قالها اعلام العار وستظلون اعلام العار,Negative
لا عاد عند صوت بصراحة روعة,Positive
سي عبد الفتاح نحبوك و نحترموك,Positive
و لسان قوله يقول ان كيدهن لا عظيم على نفس القناة تكلم نبيل معلول وسب وتكلم كثيرون من الطحانة وسبوا بلاد طحين مخيب منظرك دقعد روح يعتك نخية على نصك الحق مش فيك في اللي جايبك في التلفزة حجورات النساء يا تييييييييبببت ربت صدام حسين وبورقيبة وعمر المختار والدغباجي فاين انت من هؤلاء ايها الابله فعلا قمة الفسق تڨول كلب ستاف ، هادى امراة مجنونه كلنا يعلم أن أولاد مفيدة وحكايات تونسية أكثر اباحية وجرأة ووقاحة من أغنية نجلا ومناقشة هذا الموضوع في قناة سامي الفهري يصبح شبيه بإلقاء محاضرة في الشرف في ماخور كثرت على ما وصاووك كشاكشك طالعة وانت تدافع على الترويكا وبطبيعة الحال على نهضتك اللي خربت البلاد امريظ ربي ايفرج علبه ممسطك صبر ياربى لا كرهتها تصويرة حلوة تجمع بين ثعلوبة تونسية ماكرة مع كلب عربي ناتن ههههههه راااك ماااسط والله لبلاد مدخلت في حيط كان بامثالك قابسيةومايمثلنيش العيب موش فيك فلي يعيطلك سي مقداد ي واقي داعشي حسبي الله ونعم الوكيل لاحول و لا قوة إلى بالله صلاح انتهى بعد الثورة كثرو عليه وتحسو ماعادش طبيعي والصحافين مصاصين دماء إمرأة رهدن انسان جاهل و متخلف و من ابرز هيواياتوالتلحيس و هزان الطحين وزيد عندو الوبنى في قفلة الصباط نلوم عليكم انتم جايبين واحد رخيص و خامج كيفوا في رواية اخرى,Negative
حتى دخلتو بمساطة ،والله قداش نكرهو,Negative
محلاها,Positive
الرّداءة ثمّ الرّداءة ثمّ الرّداءة عندما لا يجد المنشّط كلامًا يقوله عندما تكون أسئلته صبيانيّة عندما يكون ثقيل الظلّ عندما يكون أحد ضيوفه ثملاً و يتصرّف و كأنّه أحد سكارى الحانات الذّي تزيّن له الخمرة كلّ من حوله و تصبح كلّ كلماته من نوع هشام الخلصي عندما يكون أحد المحلّلين داعشي يتكلّم عن حلب منحاز لطرف ضدّ طرف في النّزاع السّوري و يسأل الضّيف حسين الدّيك عن البراميل التي تلقى على حلب و يصفعه الضّيف بإجابة أفحمته يكون المشهد يقترب إلى الدّراما منه إلى برنامج تلفزي يروّح عن النّفس فمتى ستلتفت الـ لمثل هذه المهازل و توقفها فورًا فالـ ليست فقط لمعاقبة التّلفزات و الإذاعات على التّجاوزات من نوع الإخلال بالحياء أو الثّلب و الشّتم بل هي أيضًا مجعولة لوقف مثل هذه المهازل و الرّداءة,Negative
برافو سناجي جلول,Positive
رجل لطيف وذكي ودائم الابتسامه كان الله في عونه,Positive
محلاك يا ريم قداش عندك شخصية ووهرة وكار هههههه,Positive
مستواكم وتمثيلكم والقصة تافهة ومهياش امتاعنا حسبي الله ونعم الوكيل تمسخوا في ولادنا وبناتنا,Negative
الله لا تربحك و لا تربح الي جابك في البرنامج و لا تربح الإعلام الي يحب يروج للخمج الي قاعدين نشوفوا فيه كل يوم,Negative
هاووو الجو بيدو محلاكم و ربي يخليكم,Positive
قل أعوذ برب الفلق من شر ما خلق,Negative
برجولية عجبتني با ميسترو برسمي وليت صاحبي برافوووووو,Positive
بصراحة انا معجبتنيش الفازة اختي غلطت لكن مستحيل نبيع اختي نستر عليها موش نصلح الغلط بلغلط سامي فهري معلم لكن في مسلسلاتو برشة تجاوزات ايديولجية من صعب المجتمع يقبلها برغم انها موجودة فيه والله شيء ايوقف المخ,Negative
اداء رائع ابداااع قول حقيقة,Positive
رقاص و مش متربي فنان قلوو تقعد وهف ملا حثالة,Negative
نقابي فاسد شوه الامن,Negative
شعب تافه و ساذج و قناة تافهه,Negative
وزير تربية موش متربي,Negative
توفيق الغربي عطاتو الدنيا و عطاتو قناة الحمار التونسي باش يطلع و يلعبهالنا بطل و مناضل ممسط ومبلدك وهف يلمك جمهووور يحب يقلك تڨعدي يااا حنانة يااا عيشة شكيب عاطي للذل كارو قدام روني كم انت تافه التفاهة والسفالة بعينها والحق فلي مستدعيه كان زاد شهر في كرش امو رهو هبط خرية ممسطو ابو الركاكه و البلاده مستوى منحط كعبة لا عبد الحميد الشيب و العيب كرمك الله اه ها الشيخ تحيفة في سهرية تتقال بزازل موش ف تلفزة ماااااااااسط ماااااااااسط متصورتكش امسخ لدرجة هاذي يا نا تن يا حقودي لعنة الله عليك وعلي اخلاقك الف مرة انا و الله لا يعجبني لا قبل لا توا و منيش عارف شكون سماه كوميدي و زيد ميعرفش يحكي رك غلط الي قالك رك ضامر و متكلماني يا سي توفيق هذا نتاج تربية الراقصة العاهرة سعاد محاسن برا يلعن بوك وبو خوك وبو سعاد وبو لمين معاك عائلة زبالة العيب مش في شيخ تحيفة العيب في مقدم البرنامج نورمالمون مايساءلوش سؤال كيما هذا ويقولو فسرلي أما بالنسبة للتمثيل فهو مبدع وماصاب يعودلنا المسلسل خطاب علي الباب مسلسل عمرو ما يتنسى,Negative
الله لاتربحهم,Negative
جعفور وللهي نحبوك برشا اما سيب علينا مالسراول الحمر هبليه,Positive
الحق تعجبني مدام محرزية، مثال المرأة التونسية المثقفة و اللي تعرف اش تحكي,Positive
لطفي راك ماسط فيق علي روحك ا صاحبي,Negative
من أكثر الممثلات إبداعا,Positive
وجيهة نحبها في الدراما اكثر من الكوميديا محلااها,Positive
بنيان يهبلوا,Positive
هذيا ماسطة لاسطة,Negative
وليد كل يوم حبك يزيد,Positive
بصراحة ما يحبك حد اكرم لحيتك بيدك وانسحب من النقابة ومن الساحة الفنية ماهيش بلاصتك تحكي على التربية وانت للاسف موش متربي تحكي على الاخلاق وانت موش متخلق اختار العبارات المناسبة كيف تحكي قدام الجمهور والعايلات بالاخص خاصة وقت اللي تكون متغشش,Negative
أحلى رمضان على أحلى قناة تونسية و إلي موش عاجبو يعاونا بسكاتو,Positive
